"PointID","x","y"
0, 9.997500181200000e-01, -3.632817663925927e-05
1, 9.990000128750000e-01, -1.452039888819337e-04
2, 9.977599978450000e-01, -3.245659550031078e-04
3, 9.960200190539999e-01, -5.740594451280254e-04
4, 9.937800168990000e-01, -8.898455345806908e-04
5, 9.910500049590000e-01, -1.264203672815699e-03
6, 9.878399968150000e-01, -1.687683551255126e-03
7, 9.841300249100000e-01, -2.154869890304076e-03
8, 9.799500107769999e-01, -2.657232666428868e-03
9, 9.752799868580000e-01, -3.198715120535018e-03
10, 9.701499938960000e-01, -3.784808696472897e-03
11, 9.645400047300000e-01, -4.432528631170276e-03
12, 9.584699869160000e-01, -5.155689600962904e-03
13, 9.519400000570000e-01, -5.966697166939052e-03
14, 9.449599981310000e-01, -6.869515281253662e-03
15, 9.375399947170000e-01, -7.860228015378192e-03
16, 9.296900033950000e-01, -8.929312585161093e-03
17, 9.214000105860000e-01, -1.006797237440971e-02
18, 9.126999974250000e-01, -1.126304461518671e-02
19, 9.035800099370001e-01, -1.250971920359558e-02
20, 8.940600156780000e-01, -1.380219814451253e-02
21, 8.841500282290000e-01, -1.513837672062758e-02
22, 8.738499879840000e-01, -1.651864067958488e-02
23, 8.631799817090000e-01, -1.794077046134025e-02
24, 8.521599769590000e-01, -1.940201354922100e-02
25, 8.407700061800000e-01, -2.090401271863862e-02
26, 8.290500044819999e-01, -2.243956046457565e-02
27, 8.170099854470000e-01, -2.400460359343216e-02
28, 8.046399950980000e-01, -2.559696837427156e-02
29, 7.919700145720000e-01, -2.720876552219895e-02
30, 7.790099978450000e-01, -2.883429838483978e-02
31, 7.657799720760000e-01, -3.046631725846071e-02
32, 7.522799968720000e-01, -3.209983427086092e-02
33, 7.385200262070000e-01, -3.372847522972509e-02
34, 7.245299816130000e-01, -3.534355474826852e-02
35, 7.103199958800001e-01, -3.693890830034591e-02
36, 6.958900094030001e-01, -3.850967005908426e-02
37, 6.812700033190000e-01, -4.004802752901127e-02
38, 6.664699912070000e-01, -4.154885848796523e-02
39, 6.514999866490000e-01, -4.300753732658612e-02
40, 6.363800168040000e-01, -4.441908645478523e-02
41, 6.211299896240000e-01, -4.577931668719558e-02
42, 6.057599782940000e-01, -4.708566158082263e-02
43, 5.902799963950000e-01, -4.833620678573550e-02
44, 5.747100114820000e-01, -4.952892644320728e-02
45, 5.590599775310000e-01, -5.066325945974699e-02
46, 5.433599948880000e-01, -5.173784586363350e-02
47, 5.276100039480000e-01, -5.275399910267694e-02
48, 5.118399858470000e-01, -5.371149475833721e-02
49, 4.960500001910000e-01, -5.461234907331036e-02
50, 4.802699983120000e-01, -5.545707990098613e-02
51, 4.645099937920000e-01, -5.624753373785794e-02
52, 4.487800002100000e-01, -5.698553868847311e-02
53, 4.331099987030000e-01, -5.767196308301157e-02
54, 4.174999892710000e-01, -5.830888156342978e-02
55, 4.019699990750000e-01, -5.889721693981837e-02
56, 3.865399956700000e-01, -5.943762708130752e-02
57, 3.712300062180000e-01, -5.993042724569769e-02
58, 3.560400009160000e-01, -6.037609454251585e-02
59, 3.409900069240000e-01, -6.077393107986154e-02
60, 3.261100053790000e-01, -6.112254595500627e-02
61, 3.113999962810000e-01, -6.142074773996040e-02
62, 2.968699932100000e-01, -6.166644554527392e-02
63, 2.825500071050000e-01, -6.185669691707054e-02
64, 2.684499919410000e-01, -6.198841346352390e-02
65, 2.545700073240000e-01, -6.205797015785939e-02
66, 2.409400045870000e-01, -6.206107663241460e-02
67, 2.275699973110000e-01, -6.199319440587803e-02
68, 2.144699990750000e-01, -6.184935343742615e-02
69, 2.016600072380000e-01, -6.162440932522327e-02
70, 1.891400069000000e-01, -6.131261321777159e-02
71, 1.769299954180000e-01, -6.090838741120068e-02
72, 1.650400012730000e-01, -6.040583739249327e-02
73, 1.534900069240000e-01, -5.979953198963630e-02
74, 1.422899961470000e-01, -5.908376749922557e-02
75, 1.314399987460000e-01, -5.825210081611296e-02
76, 1.209499984980000e-01, -5.729864291993322e-02
77, 1.108499988910000e-01, -5.621996564361349e-02
78, 1.011300012470000e-01, -5.500899671739743e-02
79, 9.181000292300000e-02, -5.366220096530838e-02
80, 8.290000259900000e-02, -5.217559736699813e-02
81, 7.440000027400000e-02, -5.054381859863238e-02
82, 6.633000075800000e-02, -4.876583824086809e-02
83, 5.869000032500000e-02, -4.683738019803770e-02
84, 5.149000138000000e-02, -4.475695784316340e-02
85, 4.473999887700000e-02, -4.252433432269562e-02
86, 3.844000026600000e-02, -4.013681850116047e-02
87, 3.260000050100000e-02, -3.759604961518170e-02
88, 2.723000012300000e-02, -3.490583358875794e-02
89, 2.232000045500000e-02, -3.206045386264593e-02
90, 1.789999939500000e-02, -2.907921640314062e-02
91, 1.394999958600000e-02, -2.595213371033576e-02
92, 1.049000024800000e-02, -2.269951448611723e-02
93, 7.519999985000000e-03, -1.933153169839526e-02
94, 5.040000193000000e-03, -1.586135890479462e-02
95, 3.049999941000000e-03, -1.230580190480377e-02
96, 1.560000004000000e-03, -8.713669312931431e-03
97, 5.600000150000000e-04, -5.103654551918272e-03
98, 5.999999800000000e-05, -1.581132263780630e-03
99, 0.000000000000000e+00, 0.000000000000000e+00
100, 5.999999800000000e-05, 1.512183049483649e-03
101, 5.600000150000000e-04, 4.825227268774690e-03
102, 1.560000004000000e-03, 8.241940389884512e-03
103, 3.049999941000000e-03, 1.170370855149067e-02
104, 5.040000193000000e-03, 1.521668169391611e-02
105, 7.519999985000000e-03, 1.874974617124304e-02
106, 1.049000024800000e-02, 2.229773463990468e-02
107, 1.394999958600000e-02, 2.585557572334290e-02
108, 1.789999939500000e-02, 2.941832670732173e-02
109, 2.232000045500000e-02, 3.296572097327713e-02
110, 2.723000012300000e-02, 3.651047515068714e-02
111, 3.260000050100000e-02, 4.002715379298797e-02
112, 3.844000026600000e-02, 4.351909098250982e-02
113, 4.473999887700000e-02, 4.697537594812450e-02
114, 5.149000138000000e-02, 5.038550266799340e-02
115, 5.869000032500000e-02, 5.374352212861433e-02
116, 6.633000075800000e-02, 5.703789650124041e-02
117, 7.440000027400000e-02, 6.025704912332877e-02
118, 8.290000259900000e-02, 6.339283747335803e-02
119, 9.181000292300000e-02, 6.642933783324448e-02
120, 1.011300012470000e-01, 6.935765679823870e-02
121, 1.108499988910000e-01, 7.216505846100259e-02
122, 1.209499984980000e-01, 7.483632225391160e-02
123, 1.314399987460000e-01, 7.736414968714909e-02
124, 1.422899961470000e-01, 7.973132020666748e-02
125, 1.534900069240000e-01, 8.192640804242220e-02
126, 1.650400012730000e-01, 8.393999121204966e-02
127, 1.769299954180000e-01, 8.576088653021138e-02
128, 1.891400069000000e-01, 8.737733136397779e-02
129, 2.016600072380000e-01, 8.878014923585334e-02
130, 2.144699990750000e-01, 8.996021099175397e-02
131, 2.275699973110000e-01, 9.091140976922657e-02
132, 2.409400045870000e-01, 9.162708231951926e-02
133, 2.545700073240000e-01, 9.210278288583103e-02
134, 2.684499919410000e-01, 9.233537124133891e-02
135, 2.825500071050000e-01, 9.232330007370554e-02
136, 2.968699932100000e-01, 9.206706791628361e-02
137, 3.113999962810000e-01, 9.156844547573828e-02
138, 3.261100053790000e-01, 9.083194777749298e-02
139, 3.409900069240000e-01, 8.986345084386316e-02
140, 3.560400009160000e-01, 8.866953530067789e-02
141, 3.712300062180000e-01, 8.726080088293893e-02
142, 3.865399956700000e-01, 8.564930438589623e-02
143, 4.019699990750000e-01, 8.384654265080346e-02
144, 4.174999892710000e-01, 8.186758183267681e-02
145, 4.331099987030000e-01, 7.972912887385601e-02
146, 4.487800002100000e-01, 7.744932425609352e-02
147, 4.645099937920000e-01, 7.504435516740569e-02
148, 4.802699983120000e-01, 7.253570335928231e-02
149, 4.960500001910000e-01, 6.994244228700205e-02
150, 5.118399858470000e-01, 6.728385591990993e-02
151, 5.276100039480000e-01, 6.458265613497803e-02
152, 5.433599948880000e-01, 6.185622584448142e-02
153, 5.590599775310000e-01, 5.912653694729621e-02
154, 5.747100114820000e-01, 5.640951971518237e-02
155, 5.902799963950000e-01, 5.372521507291466e-02
156, 6.057599782940000e-01, 5.108876405665143e-02
157, 6.211299896240000e-01, 4.851537314624707e-02
158, 6.363800168040000e-01, 4.601671640351033e-02
159, 6.514999866490000e-01, 4.360253497036053e-02
160, 6.664699912070000e-01, 4.128202717490843e-02
161, 6.812700033190000e-01, 3.906210157528754e-02
162, 6.958900094030001e-01, 3.694589837802542e-02
163, 7.103199958800001e-01, 3.493446129706328e-02
164, 7.245299816130000e-01, 3.302945923088667e-02
165, 7.385200262070000e-01, 3.122650352588383e-02
166, 7.522799968720000e-01, 2.952100313906280e-02
167, 7.657799720760000e-01, 2.790927008476511e-02
168, 7.790099978450000e-01, 2.638389531660480e-02
169, 7.919700145720000e-01, 2.493558668141627e-02
170, 8.046399950980000e-01, 2.355682743112932e-02
171, 8.170099854470000e-01, 2.223876951672917e-02
172, 8.290500044819999e-01, 2.097483990753199e-02
173, 8.407700061800000e-01, 1.975479668742752e-02
174, 8.521599769590000e-01, 1.857140445244368e-02
175, 8.631799817090000e-01, 1.742173737603654e-02
176, 8.738499879840000e-01, 1.629810438553718e-02
177, 8.841500282290000e-01, 1.519855741678022e-02
178, 8.940600156780000e-01, 1.412271660151377e-02
179, 9.035800099370001e-01, 1.306916381393060e-02
180, 9.126999974250000e-01, 1.203801157971028e-02
181, 9.214000105860000e-01, 1.103020858551205e-02
182, 9.296900033950000e-01, 1.004228724994439e-02
183, 9.375399947170000e-01, 9.074563435004452e-03
184, 9.449599981310000e-01, 8.122540915367059e-03
185, 9.519400000570000e-01, 7.185910736186602e-03
186, 9.584699869160000e-01, 6.268276432410486e-03
187, 9.645400047300000e-01, 5.378393525540044e-03
188, 9.701499938960000e-01, 4.528130531513570e-03
189, 9.752799868580000e-01, 3.734556933426930e-03
190, 9.799500107769999e-01, 3.007398711638138e-03
191, 9.841300249100000e-01, 2.360142933241240e-03
192, 9.878399968150000e-01, 1.793401481120659e-03
193, 9.910500049590000e-01, 1.311040297203258e-03
194, 9.937800168990000e-01, 9.068758775018033e-04
195, 9.960200190539999e-01, 5.787888566669437e-04
196, 9.977599978450000e-01, 3.254437665515554e-04
197, 9.990000128750000e-01, 1.452841323280551e-04
198, 9.997500181200000e-01, 3.632944685542291e-05
199, 1.000000000000000e+00, 0.000000000000000e+00
