"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,           0,      -3.617213097,      -3.724676844,      -4.191658565,      -3.020835953,             0.448,      0.2088791227,      0.1434597475,                 0,                 0,                 0,    0.002023049798,      0.2056998572,       0.147982282,                 0,      0.6868074972
          0,           0,           1,      -3.867365298,      -3.742916227,      -3.768806875,      -3.256514814,             0.448,     0.08197990438,     0.02415404032,                 0,                 0,                 0,    -0.01035875605,     0.08143347777,      0.0259366745,                 0,      0.2946336728
          0,           0,           2,      -3.803525638,      -3.715753976,       -3.73736604,      -3.205320196,             0.448,     0.05924700464,     0.02456171467,                 0,                 0,                 0,     -0.0128090447,     0.05869709447,     0.02584833624,                 0,      0.4145646657
          0,           0,           3,      -3.750015844,      -3.759790452,      -3.739538255,      -3.157654419,             0.448,     0.07327266115,       0.059296483,                 0,                 0,                 0,    -0.01217833708,     0.07196167829,     0.06088080672,                 0,      0.8092579424
          0,           0,           4,       -3.70160031,      -3.729249258,      -3.704943598,      -3.112288134,             0.448,      0.0561782632,     0.05337567481,                 0,                 0,                 0,    -0.01397879454,     0.05500051009,      0.0545884952,                 0,       0.950112584
          0,           0,           5,      -3.698042626,      -3.710423255,      -3.701358984,      -3.112812658,             0.448,     0.04335605751,     0.04713182725,                 0,                 0,                 0,    -0.01829631311,     0.04231756455,     0.04806641856,                 0,       1.087087479
          0,           0,           6,       -3.69425465,      -3.820720049,      -3.740928754,      -3.115011524,             0.448,     0.03889244553,     0.04528337865,                 0,                 0,                 0,    -0.02190257017,     0.03789533848,     0.04612103666,                 0,       1.164323252
          0,           0,           7,      -3.699163467,      -3.830178875,      -3.732140295,        -3.1223256,             0.448,     0.03433517562,     0.04051364995,                 0,                 0,                 0,     -0.0246242313,     0.03344320416,     0.04125302671,                 0,       1.179945907
          0,           0,           8,       -3.68336992,      -3.759318982,      -3.744482829,       -3.10584799,             0.448,     0.02870077774,     0.03579660639,                 0,                 0,                 0,    -0.02689728795,     0.02791304887,     0.03641419194,                 0,       1.247234717
          0,           0,           9,      -3.697951232,      -3.797611277,       -3.75021256,      -3.123938258,             0.448,     0.02402127194,     0.03298402832,                 0,                 0,                 0,    -0.02866741414,     0.02329601275,      0.0335002003,                 0,       1.373117477
