"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     
          0,           0,         135,      -14.13174757,      -13.99534604,      -14.20095548
          0,           0,         136,      -14.10900852,      -14.00824173,      -14.17295263
          0,           0,         137,      -14.04693447,      -13.93481561,      -14.19143471
          0,           0,         138,      -14.06270551,      -13.93125858,      -14.16035152
          0,           0,         139,      -14.04402706,      -13.91750758,       -14.1581957
          0,           0,         140,      -14.06015763,      -13.94104856,      -14.18068349
          0,           0,         141,      -14.09776347,      -13.96501307,      -14.22410815
          0,           0,         142,      -14.03259429,      -13.89887776,      -14.08011083
          0,           0,         143,      -14.11203222,      -13.96941741,      -14.18347401
          0,           0,         144,      -14.05612503,      -13.93244064,      -14.14945918
          0,           0,         145,      -14.10175964,      -13.98974084,      -14.18561613
          0,           0,         146,      -14.04986362,      -13.93305374,      -14.18523853
          0,           0,         147,       -14.0433378,      -13.92395355,      -14.11343246
          0,           0,         148,      -14.06860795,      -13.93275481,      -14.15707765
          0,           0,         149,      -14.05083318,      -13.91396418,      -14.20648596
          0,           0,         150,      -14.04580205,       -13.9298067,      -14.11273459
          0,           0,         151,      -14.05373117,      -13.95779875,      -14.13889324
          0,           0,         152,      -14.07971915,      -13.95708137,      -14.19428011
          0,           0,         153,      -14.04889997,      -13.93190849,      -14.16068588
          0,           0,         154,      -14.06413766,      -13.94961725,      -14.15292738
          0,           0,         155,      -13.97552238,       -13.8585439,      -14.15232492
          0,           0,         156,      -14.05514402,      -13.92344583,      -14.13156981
          0,           0,         157,      -13.99142439,      -13.86012573,      -14.12547818
          0,           0,         158,      -14.00152876,      -13.87256558,      -14.13305975
          0,           0,         159,      -14.13177636,      -14.00846353,      -14.17586442
          0,           0,         160,      -14.13020356,      -14.00702958,      -14.21616223
          0,           0,         161,      -14.07868606,      -13.93387982,       -14.1407605
          0,           0,         162,      -13.98091188,      -13.85137199,      -14.09423481
          0,           0,         163,      -14.07813413,      -13.96367849,      -14.17229703
          0,           0,         164,      -14.06084669,      -13.94902169,      -14.17754665
          0,           0,         165,       -14.1601672,      -14.05007424,      -14.22598273
          0,           0,         166,      -14.03332792,      -13.90232601,      -14.09993725
          0,           0,         167,      -14.04782521,      -13.91232232,      -14.16240195
          0,           0,         168,      -14.08266891,       -13.9605198,      -14.19113033
          0,           0,         169,      -14.06290268,      -13.93898071,      -14.16551504
          0,           0,         170,      -14.03636026,      -13.91557771,      -14.09200398
          0,           0,         171,      -14.03909898,      -13.91609676,      -14.12698832
          0,           0,         172,      -14.02946001,      -13.92213686,      -14.15858907
          0,           0,         173,      -14.01461327,      -13.88942258,       -14.1344052
          0,           0,         174,      -14.04733541,      -13.91276363,      -14.18002426
          0,           0,         175,      -14.06349038,      -13.93630785,      -14.17768044
          0,           0,         176,      -14.11223106,      -14.00130946,       -14.1308942
          0,           0,         177,      -14.00134444,      -13.86842147,      -14.15827059
          0,           0,         178,      -14.05519615,      -13.93240364,      -14.17414983
          0,           0,         179,      -14.06997021,      -13.92711305,        -14.117821
          0,           0,         180,       -14.0507386,      -13.92144521,       -14.1858055
          0,           0,         181,      -14.05726295,      -13.94150657,      -14.14051579
          0,           0,         182,      -14.05616869,      -13.93002068,      -14.16825225
          0,           0,         183,      -13.99928324,      -13.86464068,      -14.09814544
          0,           0,         184,      -14.13655488,      -14.00327676,      -14.17974358
          0,           0,         185,      -13.98846652,      -13.88302727,      -14.11972721
          0,           0,         186,      -13.99034466,      -13.86345827,      -14.11296993
          0,           0,         187,      -14.04287673,      -13.91363125,      -14.17451899
          0,           0,         188,      -14.09165536,      -13.96629039,      -14.12524757
          0,           0,         189,      -14.08625004,      -13.97144743,      -14.16344285
          0,           0,         190,      -14.08310705,      -13.96024242,      -14.19800217
          0,           0,         191,      -13.98200729,      -13.85201006,      -14.18088644
          0,           0,         192,      -14.00259293,      -13.86990099,      -14.08129536
          0,           0,         193,       -14.1456539,      -14.02132381,      -14.24844352
          0,           0,         194,      -14.01640917,      -13.90272217,      -14.12311894
          0,           0,         195,      -14.05067354,      -13.93405682,      -14.14397279
          0,           0,         196,      -14.06703466,      -13.92821116,      -14.13423815
          0,           0,         197,      -14.01854243,      -13.88593483,        -14.152683
          0,           0,         198,      -14.14628153,      -14.01772062,      -14.22026342
          0,           0,         199,      -14.10585077,      -13.98117913,      -14.15670248
          0,           0,         200,      -14.02309685,      -13.89034444,      -14.15288635
          0,           0,         201,      -14.03608914,      -13.92193783,      -14.20516942
          0,           0,         202,      -14.06118917,      -13.90925182,      -14.14082753
          0,           0,         203,      -14.05054952,      -13.88938734,      -14.11468478
          0,           0,         204,      -14.03232826,      -13.90404868,      -14.16016691
          0,           0,         205,      -14.02704717,      -13.89048878,      -14.14493718
          0,           0,         206,      -14.08491965,      -13.95401339,      -14.15112705
          0,           0,         207,      -13.98735385,      -13.87217148,      -14.12567939
          0,           0,         208,      -14.09141784,      -13.95732153,      -14.16753265
          0,           0,         209,      -14.00992205,      -13.89143938,      -14.13200249
          0,           0,         210,      -14.05719386,      -13.91714813,       -14.1386438
          0,           0,         211,      -14.07079042,      -13.93492313,      -14.19027024
          0,           0,         212,      -13.96656608,      -13.83396543,      -14.08805409
          0,           0,         213,      -14.00146984,      -13.87496681,      -14.09450991
          0,           0,         214,      -14.09803352,      -13.97756098,       -14.2198003
          0,           0,         215,      -14.11284361,      -14.00556041,      -14.21185431
          0,           0,         216,      -14.04362325,      -13.92210929,      -14.18655394
          0,           0,         217,      -14.01162439,      -13.90690778,      -14.12030091
          0,           0,         218,      -13.96431082,      -13.85827688,      -14.13162954
          0,           0,         219,       -14.1155505,      -13.98434288,      -14.16172359
          0,           0,         220,      -14.11229018,      -13.99808093,      -14.21789606
          0,           0,         221,      -14.07628171,       -13.9325775,      -14.16139767
          0,           0,         222,      -13.93579825,      -13.80874206,      -14.05713767
          0,           0,         223,      -14.06557963,      -13.93136876,      -14.17071765
          0,           0,         224,      -14.03577555,      -13.91709105,      -14.13554011
          0,           0,         225,      -13.97447146,      -13.86803429,      -14.19471275
          0,           0,         226,      -14.10205995,      -13.98842907,      -14.24434422
          0,           0,         227,      -14.07235292,      -13.94487545,      -14.11910426
          0,           0,         228,      -14.06808341,      -13.93107815,      -14.12968123
          0,           0,         229,      -14.00223672,      -13.85813547,      -14.12343094
          0,           0,         230,      -14.00625147,      -13.89459256,      -14.17211046
          0,           0,         231,      -14.04955281,      -13.92048924,      -14.14214372
          0,           0,         232,      -13.97308522,      -13.84778832,      -14.10391567
          0,           0,         233,      -13.98320904,      -13.85520812,      -14.10158079
          0,           0,         234,       -14.0227209,      -13.91152838,      -14.16537249
          0,           0,         235,      -14.02251017,      -13.89560928,      -14.12841726
          0,           0,         236,      -14.14817861,      -14.04111223,      -14.19550057
          0,           0,         237,      -14.09634264,      -13.95333699,      -14.19712648
          0,           0,         238,      -14.03613917,      -13.90061764,      -14.15108138
          0,           0,         239,      -14.08591891,      -13.94737443,      -14.13690846
          0,           0,         240,      -13.99002983,      -13.85580392,       -14.1227796
          0,           0,         241,      -13.99325235,      -13.88301233,      -14.04491046
          0,           0,         242,       -13.9160452,       -13.7996144,      -14.09892884
          0,           0,         243,      -14.08928932,      -13.96335385,      -14.20840982
          0,           0,         244,      -14.02782194,      -13.90207745,      -14.11085262
          0,           0,         245,      -14.00306379,      -13.88447642,      -14.12385393
          0,           0,         246,      -13.98773074,      -13.86941711,      -14.13501902
          0,           0,         247,      -14.06862013,      -13.93836939,      -14.17074085
          0,           0,         248,      -13.99032973,      -13.88102773,      -14.21134721
          0,           0,         249,      -14.07830722,        -13.974356,      -14.15819769
          0,           0,         250,      -14.08199206,      -13.96316306,       -14.1423908
          0,           0,         251,      -14.18161614,       -14.0519956,      -14.27465817
          0,           0,         252,      -14.11485714,      -13.98368619,       -14.1472318
          0,           0,         253,      -13.94733956,      -13.81346851,      -14.12010016
          0,           0,         254,         -14.02698,      -13.89224403,      -14.11252065
          0,           0,         255,       -14.0465737,      -13.92309431,      -14.13559064
          0,           0,         256,      -14.13055467,      -14.00421081,      -14.24193628
          0,           0,         257,      -14.05257036,      -13.92309303,      -14.12481318
          0,           0,         258,      -14.07815334,      -13.94926808,      -14.12444724
          0,           0,         259,      -13.97701593,      -13.83651325,      -14.11774483
          0,           0,         260,      -14.03626312,       -13.9021969,      -14.12615684
          0,           0,         261,      -14.02799438,      -13.90040668,      -14.16374065
          0,           0,         262,      -14.09599316,      -13.98813957,      -14.26839988
          0,           0,         263,      -14.05313289,      -13.92782224,      -14.16279143
          0,           0,         264,      -14.05705508,      -13.89416275,      -14.14996313
          0,           0,         265,      -14.05457089,      -13.90977742,      -14.17183993
          0,           0,         266,      -14.02770302,      -13.90067369,      -14.13663036
          0,           0,         267,        -14.050349,      -13.94014418,      -14.18038161
          0,           0,         268,      -13.99537399,      -13.86298922,      -14.08152394
          0,           0,         269,      -14.06327334,      -13.92876782,      -14.18092293
          0,           0,         270,      -14.10511701,      -13.97159541,      -14.20412003
          0,           0,         271,      -14.04707609,      -13.91419268,      -14.12746393
          0,           0,         272,      -14.06651418,      -13.93464423,      -14.11268673
          0,           0,         273,      -13.95643562,      -13.82458122,      -14.11262514
          0,           0,         274,      -14.14390824,      -14.02302723,      -14.21548456
          0,           0,         275,      -14.09080837,      -13.95662478,      -14.18256684
          0,           0,         276,      -13.98272441,      -13.85779492,      -14.09208258
          0,           0,         277,      -14.09213711,      -13.96236854,      -14.23137206
          0,           0,         278,      -13.96005423,      -13.83447234,      -14.08462916
          0,           0,         279,      -14.03218059,       -13.9180361,      -14.17480992
          0,           0,         280,      -14.05788163,      -13.91104442,      -14.13662522
          0,           0,         281,      -14.04613055,       -13.9104031,      -14.13014671
          0,           0,         282,      -14.01433385,      -13.87541693,      -14.11628971
          0,           0,         283,      -14.06192366,      -13.95084194,      -14.21794253
          0,           0,         284,      -14.08968062,      -13.95423588,      -14.13963776
          0,           0,         285,      -14.01602203,      -13.90816724,       -14.1324484
          0,           0,         286,      -13.97351745,      -13.85646911,      -14.13566579
          0,           0,         287,      -14.06506918,      -13.94685884,      -14.14006657
          0,           0,         288,       -14.0250997,      -13.90033061,      -14.15686195
          0,           0,         289,      -14.01140535,      -13.89413363,      -14.14656367
          0,           0,         290,      -14.07629922,      -13.93871811,      -14.17287172
          0,           0,         291,      -14.09338238,      -13.95221564,      -14.16113725
          0,           0,         292,      -14.00251659,      -13.89090552,      -14.09751478
          0,           0,         293,      -14.05600839,      -13.95229858,      -14.21880444
          0,           0,         294,      -14.08442906,      -13.97390445,      -14.22936825
          0,           0,         295,      -14.03798931,      -13.90623747,      -14.17915398
          0,           0,         296,      -14.07842468,      -13.95198989,      -14.16530443
          0,           0,         297,      -14.04253008,      -13.91808252,      -14.13829486
          0,           0,         298,      -14.03849487,      -13.91615992,      -14.15639713
          0,           0,         299,      -14.06884642,      -13.95570685,      -14.16816325
          0,           0,         300,       -14.1272146,      -14.00021526,      -14.16243367
          0,           0,         301,      -14.03460809,       -13.8869326,      -14.10290933
          0,           0,         302,      -14.06774435,      -13.96311023,      -14.18190043
          0,           0,         303,      -13.95801282,       -13.8413821,       -14.0936277
          0,           0,         304,      -14.02790034,      -13.91644716,      -14.13736055
          0,           0,         305,      -14.02683164,      -13.89448178,      -14.13521571
          0,           0,         306,      -14.06069424,      -13.93404921,      -14.17861399
          0,           0,         307,      -14.07976101,      -13.94840085,      -14.15372267
          0,           0,         308,      -14.00486264,      -13.88890002,      -14.08106282
          0,           0,         309,      -14.03387006,      -13.90779792,      -14.15245016
          0,           0,         310,      -14.00332367,      -13.88480607,      -14.17685257
          0,           0,         311,      -14.11337458,      -13.98670623,      -14.21522386
          0,           0,         312,      -14.08900511,      -13.96782571,      -14.14650318
          0,           0,         313,      -14.03357171,      -13.90459359,      -14.15614574
          0,           0,         314,      -14.01883145,      -13.89071898,      -14.09410351
          0,           0,         315,      -14.01651866,      -13.87681414,      -14.14372115
          0,           0,         316,      -14.00744688,      -13.87232329,      -14.13065455
          0,           0,         317,      -14.07755296,      -13.95623085,      -14.23112607
          0,           0,         318,      -14.05962143,      -13.93925372,       -14.1447681
          0,           0,         319,      -14.03302488,      -13.91279325,      -14.14322851
          0,           0,         320,      -14.01698108,      -13.87090984,       -14.1040059
          0,           0,         321,      -14.04561074,      -13.91475169,      -14.15191041
          0,           0,         322,      -14.04380728,      -13.93251095,      -14.13918742
          0,           0,         323,      -14.06478052,      -13.94949377,      -14.17564551
          0,           0,         324,        -14.076632,      -13.94692516,      -14.17030299
          0,           0,         325,      -13.98742043,      -13.86759189,      -14.07719126
          0,           0,         326,       -14.0738391,      -13.95491489,      -14.15086412
          0,           0,         327,      -14.00299329,        -13.860376,      -14.12381354
          0,           0,         328,      -14.06804834,      -13.92929973,       -14.1563649
          0,           0,         329,      -14.01180617,      -13.89662375,      -14.09132925
          0,           0,         330,        -14.006516,        -13.882114,      -14.09648703
          0,           0,         331,       -14.1042458,      -13.97160704,      -14.17148376
          0,           0,         332,      -13.96610625,      -13.82928191,      -14.10150689
          0,           0,         333,      -13.97838109,      -13.86997828,      -14.11629624
          0,           0,         334,      -14.06370655,      -13.93280134,       -14.1192794
          0,           0,         335,      -14.02475875,      -13.90381749,      -14.13297571
          0,           0,         336,       -14.0745643,      -13.95515524,      -14.21220732
          0,           0,         337,      -14.08328372,      -13.95334052,      -14.17508687
          0,           0,         338,      -14.03714878,      -13.89440978,      -14.09375595
          0,           0,         339,      -14.11081459,      -13.98161676,      -14.21010329
          0,           0,         340,      -14.01925214,      -13.86030088,      -14.12364639
          0,           0,         341,      -14.08560933,      -13.94008321,      -14.18746103
          0,           0,         342,      -14.03479759,      -13.91711973,       -14.1299933
          0,           0,         343,      -14.04440837,       -13.9140202,      -14.12608517
          0,           0,         344,      -14.04481993,      -13.91584546,       -14.1939348
          0,           0,         345,      -14.02724715,      -13.89351179,      -14.14677484
          0,           0,         346,      -14.04848989,      -13.91453559,      -14.15484625
          0,           0,         347,      -13.99325247,      -13.87293479,      -14.09283857
          0,           0,         348,      -14.00193993,      -13.88776686,      -14.07337546
          0,           0,         349,      -14.11385381,      -14.01451427,      -14.22505013
          0,           0,         350,      -14.01661503,      -13.89451518,      -14.13364746
          0,           0,         351,      -13.98787554,       -13.8552841,      -14.11717912
          0,           0,         352,      -14.06492929,      -13.94391464,      -14.15933142
          0,           0,         353,      -14.05072141,      -13.92959929,      -14.11976051
          0,           0,         354,      -14.02171053,      -13.90573718,      -14.12845859
          0,           0,         355,      -14.00900103,       -13.8843314,      -14.12576253
          0,           0,         356,      -14.06474887,      -13.93283425,      -14.15778828
          0,           0,         357,      -14.04011856,      -13.91639206,      -14.14904875
          0,           0,         358,       -14.0717355,       -13.9660312,       -14.1724715
          0,           0,         359,      -14.08639413,      -13.96384665,      -14.17293808
          0,           0,         360,      -14.13134943,      -13.98349298,      -14.19053837
          0,           0,         361,      -14.04059138,      -13.90350097,      -14.19160476
          0,           0,         362,      -13.99739764,      -13.86516592,      -14.10387193
          0,           0,         363,      -14.10314845,      -13.99401313,      -14.22749667
          0,           0,         364,      -14.02052557,      -13.90491031,       -14.2122294
          0,           0,         365,      -13.99061493,       -13.8595636,      -14.09445792
          0,           0,         366,       -13.9744008,      -13.84205059,      -14.11214494
          0,           0,         367,      -14.07834771,      -13.96121674,      -14.18107888
          0,           0,         368,      -14.10368687,      -13.98259607,      -14.23767889
          0,           0,         369,      -14.00878061,      -13.90719966,      -14.13798557
          0,           0,         370,      -14.00380666,      -13.88479309,      -14.14851264
          0,           0,         371,      -14.01824727,      -13.90762516,       -14.1414401
          0,           0,         372,      -14.08235479,      -13.95343965,       -14.1587367
          0,           0,         373,      -14.01583599,      -13.87990999,      -14.11399525
          0,           0,         374,      -14.03537574,      -13.89217278,      -14.14592474
          0,           0,         375,      -13.96915211,      -13.83192151,      -14.08246937
          0,           0,         376,      -13.99113133,      -13.87045472,      -14.15849912
          0,           0,         377,       -14.0691675,      -13.94874938,      -14.18789231
          0,           0,         378,      -13.92651819,      -13.81531735,      -14.10612204
          0,           0,         379,      -14.07338228,      -13.94918756,      -14.21262019
          0,           0,         380,      -14.00287214,      -13.86164802,        -14.104732
          0,           0,         381,      -13.99360169,      -13.86719953,      -14.12765273
          0,           0,         382,      -14.08262778,      -13.96779835,      -14.17314642
          0,           0,         383,      -14.07401353,      -13.94962386,      -14.13357228
          0,           0,         384,      -14.03335361,      -13.91218971,      -14.10439178
          0,           0,         385,      -14.09682319,      -13.93895679,      -14.12743662
          0,           0,         386,      -14.01281796,      -13.86562771,      -14.10741625
          0,           0,         387,      -13.95413831,      -13.81219116,      -14.09961956
          0,           0,         388,      -14.01625091,      -13.89081846,      -14.17441519
          0,           0,         389,      -14.08011268,       -13.9590986,      -14.17299693
          0,           0,         390,      -13.99945712,      -13.88026976,       -14.1377507
          0,           0,         391,       -14.0994424,      -13.98688883,      -14.15357718
          0,           0,         392,      -13.99590723,      -13.87769987,      -14.13500028
          0,           0,         393,      -14.03489537,      -13.91272456,      -14.12033777
          0,           0,         394,      -14.07403523,       -13.9582425,      -14.16553365
          0,           0,         395,      -14.05071615,      -13.89885556,      -14.10556104
          0,           0,         396,      -14.01873446,      -13.88532481,      -14.16347001
          0,           0,         397,      -14.09179936,      -13.96226516,      -14.20191115
          0,           0,         398,      -14.06064569,      -13.94742331,      -14.15650845
          0,           0,         399,      -14.04705142,      -13.93351834,      -14.12857052
          0,           0,         400,      -14.00936033,      -13.88813161,      -14.10893051
          0,           0,         401,       -14.0354372,      -13.88903385,       -14.1036428
          0,           0,         402,      -13.99582377,      -13.86560955,      -14.11184546
          0,           0,         403,      -13.96361358,      -13.83169605,      -14.11390349
          0,           0,         404,      -14.04133488,      -13.93251212,      -14.14047839
          0,           0,         405,      -14.07360804,      -13.94835429,       -14.1114158
          0,           0,         406,      -13.93710717,      -13.82432552,      -14.13725936
          0,           0,         407,      -14.06731304,      -13.93093828,      -14.13103485
          0,           0,         408,      -14.16887477,      -14.05108179,      -14.27357793
          0,           0,         409,      -14.07124215,      -13.95415147,      -14.15362719
          0,           0,         410,      -14.07847888,      -13.96194695,      -14.18640906
          0,           0,         411,      -13.99707331,      -13.88427573,      -14.12076479
          0,           0,         412,       -14.0130561,      -13.89465734,      -14.12664067
          0,           0,         413,      -14.07435709,      -13.95619711,      -14.14640809
          0,           0,         414,      -14.01490796,      -13.90127625,      -14.11384876
          0,           0,         415,      -14.02882227,      -13.91760732,      -14.17365524
          0,           0,         416,      -14.07181112,       -13.9417408,        -14.145488
          0,           0,         417,      -14.04768055,      -13.93673896,      -14.15208431
          0,           0,         418,      -14.05044343,      -13.93000154,      -14.18859667
          0,           0,         419,      -14.09916204,      -13.97220827,      -14.16183359
          0,           0,         420,      -14.03933934,      -13.91141433,      -14.17351156
