"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   
          0,           0,          76,      -4.049142947,      -1.071929584,      -1.075256892,      -1.086139926,       1.417346737
          0,           0,          77,      -4.051599476,      -1.077235286,      -1.077443889,      -1.088070082,        1.41466049
          0,           0,          78,      -4.053979564,      -1.082859893,       -1.07968351,      -1.090090077,       1.412243418
          0,           0,          79,      -4.056458141,      -1.088804844,      -1.081981723,      -1.092213068,       1.409901367
          0,           0,          80,      -4.059205265,      -1.095077598,      -1.084345864,      -1.094448824,       1.407424814
          0,           0,          81,      -4.062367336,      -1.101690489,      -1.086780229,      -1.096805779,        1.40461688
          0,           0,          82,      -4.066053951,      -1.108660541,      -1.089285621,      -1.099290182,       1.401315122
          0,           0,          83,      -4.070352144,      -1.116006224,      -1.091861782,      -1.101904734,       1.397383387
          0,           0,          84,      -4.075324069,      -1.123750902,      -1.094505223,      -1.104649853,       1.392724061
          0,           0,          85,      -4.081020893,      -1.131918216,      -1.097213285,      -1.107522767,       1.387261264
          0,           0,          86,      -4.087481686,      -1.140532878,      -1.099983413,       -1.11052327,       1.380942325
          0,           0,          87,      -4.094716572,        -1.1496166,      -1.102814117,       -1.11364925,       1.373752876
          0,           0,          88,      -4.102699501,      -1.159183418,      -1.105706583,      -1.116899076,       1.365719683
          0,           0,          89,      -4.111362478,      -1.169244635,      -1.108664787,      -1.120273091,       1.356914563
          0,           0,          90,      -4.120589436,      -1.179803329,       -1.11169721,      -1.123773279,       1.347458918
          0,           0,          91,      -4.130221516,      -1.190852389,      -1.114814606,      -1.127403122,       1.337518468
          0,           0,          92,      -4.140074314,      -1.202375152,      -1.118036925,      -1.131169969,        1.32728686
          0,           0,          93,      -4.149943504,      -1.214344584,      -1.121390856,      -1.135086757,       1.316980077
          0,           0,          94,      -4.159625244,      -1.226721993,      -1.124909992,      -1.139173645,       1.306815499
          0,           0,          95,      -4.168941064,      -1.239456314,      -1.128637481,      -1.143457479,       1.296990116
          0,           0,          96,      -4.177760883,      -1.252481347,      -1.132624286,      -1.147975489,       1.287656744
          0,           0,          97,      -4.186011655,      -1.265721176,      -1.136930813,      -1.152771896,       1.278912822
          0,           0,          98,       -4.19367993,      -1.279087644,      -1.141624903,      -1.157898811,       1.270796505
          0,           0,          99,      -4.200810974,      -1.292485552,      -1.146781147,       -1.16341508,       1.263285848
          0,           0,         100,      -4.207495688,      -1.305815709,       -1.15247718,      -1.169383244,       1.256307085
          0,           0,         101,       -4.21385133,      -1.318978586,      -1.158791812,      -1.175868041,       1.249753879
          0,           0,         102,      -4.220004163,      -1.331882251,       -1.16580248,      -1.182932005,       1.243504302
          0,           0,         103,      -4.226081253,      -1.344446986,      -1.173579669,      -1.190633519,       1.237428985
          0,           0,         104,      -4.232195306,      -1.356607466,      -1.182183338,      -1.199023797,       1.231407206
          0,           0,         105,      -4.238448231,      -1.368322466,      -1.191660652,      -1.208142291,       1.225324939
          0,           0,         106,       -4.24493347,      -1.379572196,      -1.202042978,      -1.218018192,       1.219073828
          0,           0,         107,      -4.251732973,      -1.390353749,        -1.2133391,      -1.228661026,       1.212554738
          0,           0,         108,      -4.258912734,      -1.400671367,      -1.225528676,       -1.24006007,       1.205683394
          0,           0,         109,      -4.266526803,      -1.410526742,      -1.238559706,      -1.252178155,        1.19838819
          0,           0,         110,      -4.274609542,      -1.419900251,      -1.252340058,       -1.26494976,       1.190617102
          0,           0,         111,      -4.283169067,      -1.428732023,      -1.266732035,      -1.278275918,       1.182347414
          0,           0,         112,      -4.292159339,      -1.436899093,      -1.281537009,      -1.292013297,       1.173612269
          0,           0,         113,      -4.301485748,      -1.444204686,      -1.296489814,      -1.305966677,       1.164498535
          0,           0,         114,      -4.310962675,      -1.450375908,      -1.311254136,      -1.319880137,       1.155189753
          0,           0,         115,      -4.320363929,      -1.455125754,      -1.325441799,      -1.333444823,       1.145919644
          0,           0,         116,      -4.329458025,      -1.458230188,      -1.338666965,       -1.34632257,       1.136936013
          0,           0,         117,      -4.338008669,      -1.459611269,      -1.350611813,      -1.358176608,       1.128495531
          0,           0,         118,      -4.345816042,      -1.459376288,      -1.361099647,      -1.368721513,       1.120819808
          0,           0,         119,      -4.352702181,      -1.457784864,      -1.370106857,      -1.377758924,       1.114114932
          0,           0,         120,      -4.358492222,      -1.455160628,      -1.377736758,      -1.385225324,        1.10858639
          0,           0,         121,      -4.363094727,      -1.451836383,      -1.384131697,      -1.391206539,         1.1043695
          0,           0,         122,      -4.366395146,      -1.448079343,      -1.389400499,      -1.395910452,       1.101609398
          0,           0,         123,      -4.368306411,      -1.444128358,      -1.393630149,      -1.399624954,       1.100413825
          0,           0,         124,      -4.368669552,      -1.440172514,      -1.396920968,       -1.40263699,       1.100940093
          0,           0,         125,      -4.367461741,      -1.436312911,      -1.399437277,      -1.405193248,       1.103183589
          0,           0,         126,      -4.364844464,      -1.432578623,      -1.401407285,      -1.407468236,       1.106933598
          0,           0,         127,       -4.36122603,      -1.428961203,      -1.403096639,      -1.409595722,       1.111721161
          0,           0,         128,      -4.357110149,      -1.425441408,      -1.404749193,      -1.411698882,       1.116983649
          0,           0,         129,      -4.352932169,      -1.422036003,      -1.406544129,      -1.413904407,       1.122237396
          0,           0,         130,      -4.348995515,      -1.418795698,       -1.40859077,      -1.416345032,       1.127147159
          0,           0,         131,      -4.345473216,      -1.415808693,      -1.410941359,      -1.419133615,       1.131525478
          0,           0,         132,      -4.342470665,      -1.413173237,      -1.413616702,      -1.422344038,       1.135263842
          0,           0,         133,      -4.340064337,      -1.410983906,      -1.416624706,       -1.42600049,       1.138293046
          0,           0,         134,      -4.338321006,      -1.409314342,      -1.419970582,      -1.430082564,        1.14055715
          0,           0,         135,      -4.337295714,      -1.408213719,      -1.423659512,      -1.434537659,       1.142012797
          0,           0,         136,      -4.337017681,      -1.407710516,      -1.427688169,      -1.439293671,       1.142642366
          0,           0,         137,      -4.337467865,      -1.407811638,      -1.432032233,      -1.444266632,       1.142473879
          0,           0,         138,      -4.338563621,      -1.408511393,      -1.436633643,      -1.449357518,       1.141595412
          0,           0,         139,      -4.340194768,      -1.409797235,      -1.441403737,      -1.454457647,       1.140122442
          0,           0,         140,      -4.342230252,       -1.41165593,      -1.446229307,      -1.459447445,       1.138190237
          0,           0,         141,      -4.344543648,      -1.414073837,      -1.450982514,      -1.464204746,       1.135930775
          0,           0,         142,       -4.34702846,      -1.417029914,      -1.455532645,      -1.468610882,       1.133457151
          0,           0,         143,      -4.349605608,      -1.420489756,      -1.459759581,      -1.472561069,       1.130855782
          0,           0,         144,      -4.352196828,      -1.424398878,      -1.463559652,      -1.475970631,       1.128210286
          0,           0,         145,      -4.354706225,      -1.428678734,      -1.466853542,      -1.478783413,       1.125619042
          0,           0,         146,      -4.357035708,      -1.433228676,      -1.469598536,      -1.480978786,       1.123182446
          0,           0,         147,      -4.359120166,       -1.43793881,      -1.471797126,       -1.48257875,       1.120969876
          0,           0,         148,      -4.360961932,      -1.442701543,      -1.473502367,      -1.483649632,       1.118986737
          0,           0,         149,      -4.362650081,      -1.447430388,      -1.474815716,      -1.484297766,       1.117154938
          0,           0,         150,      -4.364346187,      -1.452077936,      -1.475878698,      -1.484661843,       1.115323885
          0,           0,         151,      -4.366250937,      -1.456647087,      -1.476859587,      -1.484901124,       1.113301251
          0,           0,         152,      -4.368577892,      -1.461192434,      -1.477940825,      -1.485174732,       1.110878146
          0,           0,         153,      -4.371535522,      -1.465822437,      -1.479300632,      -1.485646102,       1.107846259
          0,           0,         154,       -4.37530915,      -1.470689792,      -1.481099706,      -1.486463598,       1.104015507
          0,           0,         155,      -4.380062583,      -1.475977488,      -1.483474435,      -1.487757886,        1.09921414
          0,           0,         156,      -4.385927086,       -1.48189162,      -1.486531926,       -1.48963604,       1.093300656
          0,           0,         157,      -4.393020521,      -1.488650025,      -1.490348042,      -1.492183379,       1.086145605
          0,           0,         158,      -4.401444182,      -1.496476135,      -1.494969925,      -1.495464408,       1.077636064
          0,           0,         159,      -4.411282852,       -1.50559555,      -1.500417908,      -1.499525431,       1.067673337
          0,           0,         160,      -4.422601214,      -1.516234371,      -1.506689475,      -1.504398222,       1.056177709
          0,           0,         161,      -4.435453735,      -1.528615099,      -1.513767484,      -1.510104129,       1.043080051
          0,           0,         162,      -4.449871511,      -1.542953793,      -1.521624506,      -1.516658984,       1.028331366
          0,           0,         163,      -4.465863393,      -1.559455901,      -1.530225906,      -1.524073446,       1.011904818
          0,           0,         164,      -4.483406476,      -1.578308381,      -1.539534934,      -1.532357136,      0.9938048863
          0,           0,         165,      -4.502422375,      -1.599669809,      -1.549512508,      -1.541517083,      0.9740914015
          0,           0,         166,       -4.52275005,      -1.623651901,      -1.560113611,      -1.551551995,      0.9529104046
          0,           0,         167,      -4.544126973,      -1.650299896,      -1.571287585,      -1.562449951,      0.9305158581
          0,           0,         168,      -4.566189583,      -1.679565962,      -1.582978083,      -1.574183487,      0.9072770489
          0,           0,         169,      -4.588434921,      -1.711265962,      -1.595120304,      -1.586703579,      0.8837211633
          0,           0,         170,      -4.610272788,      -1.745035112,      -1.607641456,      -1.599939596,      0.8604912003
          0,           0,         171,      -4.631068069,      -1.780260751,      -1.620462716,      -1.613797975,      0.8383067402
          0,           0,         172,      -4.650213718,      -1.816013258,       -1.63349987,      -1.628162364,       0.817887652
          0,           0,         173,      -4.667193764,       -1.85098804,      -1.646662406,      -1.642893122,       0.799875658
          0,           0,         174,      -4.681645487,      -1.883512969,      -1.659854607,      -1.657829944,      0.7847472997
          0,           0,         175,      -4.693405203,      -1.911690992,      -1.672976748,      -1.672800417,       0.772741697
          0,           0,         176,      -4.702527667,      -1.933741763,      -1.685932023,      -1.687630531,      0.7638235484
          0,           0,         177,       -4.70927458,       -1.94847793,       -1.69863639,      -1.702156261,      0.7576929371
          0,           0,         178,      -4.714073166,      -1.955698223,      -1.711026827,      -1.716236157,       0.753840913
          0,           0,         179,       -4.71745762,      -1.956258273,      -1.723064898,      -1.729759222,      0.7516290721
          0,           0,         180,      -4.720003051,      -1.951761159,      -1.734737864,      -1.742649314,       0.750376782
          0,           0,         181,      -4.722266379,      -1.944073404,      -1.746058696,      -1.754868102,      0.7494351021
          0,           0,         182,      -4.724748694,      -1.934928415,      -1.757062297,      -1.766415067,      0.7482312164
          0,           0,         183,      -4.727875757,      -1.925725439,      -1.767804825,      -1.777329331,      0.7462891441
          0,           0,         184,      -4.731988407,      -1.917493372,      -1.778360478,      -1.787684521,      0.7432355857
          0,           0,         185,      -4.737345892,      -1.910936367,      -1.788812001,      -1.797580361,      0.7387918499
          0,           0,         186,      -4.744129915,      -1.906504404,      -1.799247336,      -1.807134126,      0.7327654001
          0,           0,         187,      -4.752449963,      -1.904461749,      -1.809750779,      -1.816472159,      0.7250409979
          0,           0,         188,      -4.762352248,      -1.904945671,       -1.82039747,      -1.825718401,      0.7155696095
          0,           0,         189,      -4.773822026,      -1.908006378,      -1.831248393,      -1.834988101,       0.704364396
          0,           0,         190,      -4.786798257,      -1.913633513,      -1.842348169,      -1.844381813,      0.6914864789
          0,           0,         191,      -4.801147394,      -1.921767052,      -1.853717023,      -1.853978732,      0.6770694419
          0,           0,         192,      -4.816691053,      -1.932309335,      -1.865353351,      -1.863835844,      0.6612946593
          0,           0,         193,      -4.833185361,      -1.945117223,      -1.877229706,      -1.873984785,      0.6444131024
          0,           0,         194,       -4.85031691,      -1.959996088,      -1.889292254,      -1.884431979,      0.6267512472
          0,           0,         195,      -4.867698392,      -1.976681651,      -1.901459102,      -1.895156648,      0.6087182722
          0,           0,         196,      -4.884869612,      -1.994811886,      -1.913621805,      -1.906110379,      0.5908079979
          0,           0,         197,       -4.90131525,      -2.013906948,      -1.925644982,      -1.917215688,      0.5735831538
          0,           0,         198,      -4.916510947,      -2.033348393,       -1.93737032,      -1.928367951,      0.5576287408
          0,           0,         199,      -4.929994748,      -2.052377047,      -1.948624526,      -1.939437389,      0.5434749969
          0,           0,         200,      -4.941425482,      -2.070117577,      -1.959230399,       -1.95027523,      0.5315266202
          0,           0,         201,      -4.950612433,      -2.085643875,      -1.969021528,      -1.960725004,      0.5220203594
          0,           0,         202,      -4.957525277,        -2.0980898,      -1.977858213,       -1.97063296,      0.5150058914
          0,           0,         203,      -4.962296895,      -2.106798355,      -1.985647628,      -1.979860956,      0.5103419462
          0,           0,         204,      -4.965206129,      -2.111450637,      -1.992353364,      -1.988301336,      0.5077183332
          0,           0,         205,      -4.966640279,      -2.112132261,      -1.998000548,      -1.995889167,      0.5067016563
          0,           0,         206,      -4.967040212,      -2.109302724,      -2.002674405,      -2.002610449,      0.5067995402
          0,           0,         207,      -4.966850977,      -2.103682797,      -2.006512826,       -2.00850424,      0.5075181136
          0,           0,         208,       -4.96648659,      -2.096111075,      -2.009696151,       -2.01366117,      0.5084021652
          0,           0,         209,       -4.96631183,      -2.087420497,      -2.012435958,      -2.018218612,      0.5090551206
          0,           0,         210,      -4.966636005,      -2.078364307,      -2.014965914,      -2.022350964,      0.5091451379
          0,           0,         211,      -4.967703455,      -2.069576705,      -2.017522105,      -2.026252166,       0.508413386
          0,           0,         212,      -4.969690582,       -2.06155527,      -2.020325289,      -2.030120073,      0.5066756744
          0,           0,         213,      -4.972709164,      -2.054665431,      -2.023569013,      -2.034141916,      0.5038176066
          0,           0,         214,      -4.976814738,      -2.049155485,      -2.027413305,      -2.038485099,      0.4997849636
          0,           0,         215,      -4.982015772,       -2.04517863,      -2.031983409,      -2.043292834,      0.4945733212
          0,           0,         216,       -4.98828466,      -2.042814827,      -2.037372479,      -2.048681402,      0.4882165561
          0,           0,         217,      -4.995562736,      -2.042093117,      -2.043643669,      -2.054740465,      0.4807813876
          0,           0,         218,      -5.003766594,      -2.043001229,       -2.05083418,       -2.06153366,      0.4723602552
          0,           0,         219,       -5.01278291,      -2.045502593,      -2.058955576,      -2.069099933,      0.4630776264
          0,           0,         220,      -5.022475229,      -2.049541043,      -2.067996861,      -2.077453887,      0.4530827515
          0,           0,         221,      -5.032679395,      -2.055046699,      -2.077925668,      -2.086586354,      0.4425549753
          0,           0,         222,      -5.043205196,      -2.061937944,      -2.088688493,      -2.096465114,      0.4317024242
          0,           0,         223,      -5.053845084,      -2.070122259,      -2.100210034,      -2.107035017,      0.4207538398
          0,           0,         224,       -5.06436628,      -2.079494974,      -2.112392097,      -2.118215481,      0.4099641774
          0,           0,         225,      -5.074539869,      -2.089939099,      -2.125112468,      -2.129903101,      0.3995873944
          0,           0,         226,      -5.084142957,      -2.101324579,      -2.138226325,      -2.141969762,      0.3898703089
          0,           0,         227,      -5.092979525,      -2.113507258,      -2.151566285,      -2.154265831,      0.3810298531
          0,           0,         228,      -5.100900546,       -2.12632777,      -2.164946615,      -2.166623591,      0.3732300788
          0,           0,         229,      -5.107819387,      -2.139611931,      -2.178167349,      -2.178862258,      0.3665643859
          0,           0,         230,      -5.113710811,      -2.153172515,      -2.191017986,      -2.190793362,      0.3610547135
          0,           0,         231,      -5.118583975,      -2.166811202,      -2.203285867,      -2.202227809,      0.3566779709
          0,           0,         232,      -5.122472064,      -2.180322164,       -2.21477071,      -2.212985873,      0.3533802648
          0,           0,         233,       -5.12545034,      -2.193498518,      -2.225303132,      -2.222911187,      0.3510624616
          0,           0,         234,      -5.127662527,      -2.206144509,      -2.234761038,      -2.231885954,      0.3495571471
          0,           0,         235,      -5.129322931,      -2.218091366,      -2.243080163,      -2.239842279,      0.3486274157
          0,           0,         236,       -5.13070015,      -2.229214557,      -2.250259667,      -2.246769203,      0.3479835109
          0,           0,         237,      -5.132096926,      -2.239448834,      -2.256364867,      -2.252715827,      0.3473037526
          0,           0,         238,      -5.133823706,      -2.248797705,      -2.261521726,      -2.257785955,      0.3462616593
          0,           0,         239,      -5.136165837,      -2.257334104,      -2.265902932,      -2.262126094,      0.3445587251
          0,           0,         240,      -5.139355823,      -2.265190272,      -2.269709041,       -2.26591069,      0.3419510929
          0,           0,         241,      -5.143572149,      -2.272543624,      -2.273155442,      -2.269330374,      0.3382506879
          0,           0,         242,      -5.148945836,      -2.279603156,      -2.276461939,       -2.27258162,       0.333318347
          0,           0,         243,      -5.155565554,       -2.28659338,      -2.279840176,      -2.275857362,      0.3270584482
          0,           0,         244,      -5.163477059,      -2.293738475,      -2.283483009,      -2.279337669,      0.3194186447
          0,           0,         245,      -5.172683765,      -2.301248847,       -2.28755721,      -2.283183609,      0.3103889626
          0,           0,         246,      -5.183154653,      -2.309314689,      -2.292200491,      -2.287534392,       0.299994453
          0,           0,         247,      -5.194827812,      -2.318103832,      -2.297520836,      -2.292504707,      0.2882918077
          0,           0,         248,      -5.207615547,       -2.32776479,      -2.303597227,      -2.298183789,       0.275364639
          0,           0,         249,      -5.221404151,      -2.338428254,      -2.310480974,      -2.304635619,       0.261324239
          0,           0,         250,      -5.236050923,      -2.350209339,      -2.318196003,      -2.311899081,      0.2463131438
          0,           0,         251,      -5.251374685,       -2.36320696,      -2.326738447,      -2.319988319,      0.2305150593
          0,           0,         252,      -5.267149695,      -2.377498695,      -2.336075722,      -2.328891983,      0.2141624003
          0,           0,         253,      -5.283098557,      -2.393133836,        -2.3461446,      -2.338572793,      0.1975449518
          0,           0,         254,      -5.298893027,       -2.41012291,      -2.356850169,      -2.348966138,      0.1810104831
          0,           0,         255,      -5.314165572,      -2.428422355,      -2.368064928,       -2.35997866,      0.1649551482
          0,           0,         256,      -5.328530724,      -2.447917022,       -2.37962822,      -2.371486435,      0.1498018973
          0,           0,         257,      -5.341622766,      -2.468400027,      -2.391348037,      -2.383334228,      0.1359609128
          0,           0,         258,      -5.353135752,      -2.489551164,      -2.403003095,      -2.395334351,      0.1237842518
          0,           0,         259,      -5.362853402,      -2.510924567,      -2.414347744,      -2.407268346,      0.1135283778
          0,           0,         260,      -5.370662064,      -2.531948019,      -2.425124449,      -2.418892271,      0.1053356363
          0,           0,         261,      -5.376557601,      -2.551941546,      -2.435083741,      -2.429949613,     0.09922441215
          0,           0,         262,      -5.380645959,      -2.570161504,      -2.444006551,      -2.440190728,     0.09508695671
          0,           0,         263,      -5.383130944,      -2.585882507,      -2.451722839,      -2.449395062,     0.09270277154
          0,           0,         264,      -5.384287259,       -2.59849842,      -2.458130246,       -2.45739266,     0.09176978447
          0,           0,         265,      -5.384432006,      -2.607624619,      -2.463204709,      -2.464084398,     0.09193841635
          0,           0,         266,      -5.383900317,      -2.613168489,      -2.467006729,      -2.469455548,     0.09284099895
          0,           0,         267,      -5.383033392,      -2.615345277,      -2.469681445,      -2.473581404,     0.09410767421
          0,           0,         268,      -5.382167482,      -2.614637255,      -2.471443977,      -2.476618335,     0.09537933179
          0,           0,         269,      -5.381620575,      -2.611708964,      -2.472557058,      -2.478784463,     0.09632113665
          0,           0,         270,      -5.381677136,      -2.607304032,      -2.473304541,      -2.480334637,     0.09663690033
          0,           0,         271,      -5.382576262,      -2.602150645,      -2.473966908,      -2.481535811,     0.09607921417
          0,           0,         272,      -5.384510116,      -2.596897737,      -2.474803499,      -2.482647482,     0.09445003005
          0,           0,         273,      -5.387629213,      -2.592085133,      -2.476042398,      -2.483909296,     0.09159468673
          0,           0,         274,      -5.392048721,       -2.58813985,      -2.477876116,      -2.485533103,     0.08739471604
          0,           0,         275,      -5.397853925,       -2.58538845,      -2.480461418,      -2.487698711,     0.08176195078
          0,           0,         276,       -5.40510474,      -2.584074829,      -2.483920854,        -2.4905533,     0.07463358477
          0,           0,         277,      -5.413837591,      -2.584378474,      -2.488345291,      -2.494212435,     0.06597009176
          0,           0,         278,       -5.42406611,      -2.586430765,      -2.493796969,      -2.498762388,     0.05575437733
          0,           0,         279,       -5.43578202,      -2.590328238,      -2.500312851,      -2.504263068,     0.04399098754
          0,           0,         280,      -5.448950799,      -2.596140763,      -2.507906693,      -2.510750911,     0.03071035063
          0,           0,         281,      -5.463514187,      -2.603919659,      -2.516571806,       -2.51824257,     0.01596690137
          0,           0,         282,      -5.479384981,      -2.613700368,      -2.526282621,       -2.52673749,  -0.0001554325551
